页码,评论id,评论发布时间,评论点赞数,评论发布ip,评论,评论用户名
15,7320235760753509171,1704375208,0,湖北,词确实好[比心],💔❌🌛
15,7320994184160527131,1704560954,0,河南,词很好，可惜立场没的洗，原则问题 [微笑],晟禾草莓🍓
15,7320258623409816331,1704388909,0,广西,@我趣介么美,仰恩超人
15,7320310363956740890,1704415463,0,浙江,400万花没花吧,Richard.老杨
15,7327999156513030938,1706187885,0,上海,林夕才华不错 就可惜是个GD,Leoooooo
15,7320300538406748940,1704416443,0,天津,沉默术士林俊杰,昵称已重置
15,7322643205429429043,1704943370,0,湖南,钢琴曲前奏直接打爆好嘛,海师傅
15,7320433216711017267,1704421182,0,云南,不喜欢这个外国人来捞金,令狐少侠
15,7322730045348053812,1704960618,0,北京,林夕屁股是歪的，看得起他让他写奥运宣传曲他说恶心,Kasyapa
15,7328266935678206770,1706252251,0,广东,香港文科状元 [看],大番薯🍠
15,7323090392806687526,1705047954,0,四川,我不嫌烦我是活的双向奔赴双向奔赴双向奔赴双向奔赴我也活跃我活活活活活活活活活活活活活活活活活哈活活活活活活活活活活活活活活活活活活活活活活活活活活活活哈活活活活活活活活活活活活活活哈活活活活活活活活活,木语工坊
16,7320427273960915753,1704423226,0,四川,沉默术士,古涵煊
16,7320437016695767849,1704425164,0,湖南,该说不说，林俊杰对待音乐的态度却是比现在的杰伦用心，认真,风林火山
16,7323845235330548492,1705219783,0,湖北,离谱的是你觉得还有救。。,ζޓއއ 青柚.♿︎
16,7328657233942741797,1706339855,0,山东,林夕说他不是中国人,寿光财税|朱鸿渐
16,7320437016696292137,1704425829,0,河南,杰伦现在是不是放飞自我不让别人帮他挖掘了，想怎么来就怎么来？,皮皮鲁
16,7323964174685897498,1705257675,0,IP未知,这就是传说中一万块一个字的填词人吗？,通
16,7320568002612658959,1704452564,0,江苏,改梁伟文吧  [泣不成声],潘驴邓小闲
16,7310446810710262537,1702096039,1,浙江,@强强 woc,小象
16,7320546966885417782,1704450784,1,湖南,我宁愿听来时COME 去是GO,i
